game_id,name,slug,first_release_date_iso,release_year,total_rating,category_decoded,status_decoded,is_high_rated,rating_confidence,playtime_length,genres,themes,platforms,developers,publishers,mp_campaign_coop,mp_splitscreen,mp_online_coop,mp_offline_coop,mp_max_online_players,summary_length,storyline_length,category_is_main_game,category_is_variant_or_special,platform_pc,platform_playstation_4,platform_playstation_5,platform_xbox_one,platform_xbox_series_x_s,platform_nintendo_switch,genre_action,genre_adventure,genre_role_playing_rpg,genre_strategy,genre_shooter,genre_indie,genre_simulator,genre_platform,dev_nintendo,dev_ubisoft,dev_electronic_arts,dev_sony,dev_square_enix,dev_capcom,dev_valve
3763,Pacific Rim,pacific-rim,2013-07-12,2013,35.1055815,Main Game,Delisted,0,Very Low Confidence,Very Long,Fighting,"Action, Fantasy, Science fiction","PlayStation 3, Xbox 360",Yuke's,"WB Games, Yuke's",0,0,0,0,0,126,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38724,Zenonia 3: The Midgard Story,zenonia-3-the-midgard-story,2011-08-01,2011,,Main Game,Released,0,Higher Confidence,Very Long,Role-playing (RPG),Action,Android,Gamevil,Not Listed,0,0,0,0,0,333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259564,Swordash,swordash--1,2023-05-31,2023,,Main Game,Released,0,Higher Confidence,Very Long,"Role-playing (RPG), Hack and slash/Beat 'em up, Arcade",Action,"Android, iOS",Fattoy,Fattoy,0,0,0,0,0,212,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96371,Zotrix: Solar Division,zotrix-solar-division,2016-04-20,2016,,Main Game,Released,0,Higher Confidence,Very Long,"Real Time Strategy (RTS), Simulator, Strategy, Indie, Arcade",Action,"Linux, PC (Microsoft Windows), Mac, Nintendo Switch",ZeroBit Games,Ocean Media,0,0,0,0,0,461,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
98668,Vitamin X Detective B6,vitamin-x-detective-b6,2012-02-09,2012,,Main Game,Released,0,Higher Confidence,Very Long,Visual Novel,"Drama, Mystery, Romance",PlayStation Portable,HuneX,D3 Publisher,0,0,0,0,0,43,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104868,OneShift,oneshift,2018-08-10,2018,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Adventure, Indie",Action,PC (Microsoft Windows),Mazen Games,"Mazen Games, GrabTheGames",0,0,0,0,0,275,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
113036,They That Feast,they-that-feast,2018-12-28,2018,,Main Game,Released,0,Higher Confidence,Very Long,"Adventure, Indie",Action,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,170,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
198060,100-hito Taisen Bomberman,100-hito-taisen-bomberman,2012-03-28,2012,,Main Game,Released,0,Higher Confidence,Very Long,Arcade,Action,"Android, iOS",Konami,Konami,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253735,My Racing Career,my-racing-career--1,2012-09-17,2012,95.6902356902357,Main Game,Released,1,Low Confidence,Very Long,"Racing, Simulator, Strategy",Business,"Android, Web browser",F&L Creative,Not Listed,0,0,0,0,0,634,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
62901,ASA: A Space Adventure,asa-a-space-adventure,2013-01-07,2013,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Adventure, Visual Novel",Science fiction,"Linux, PC (Microsoft Windows), Mac",Simon Says: Watch! Play!,Simon Says: Watch! Play!,0,0,0,0,0,118,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17501,Fist of Awesome,fist-of-awesome--1,2013-10-15,2013,58.33333333333333,Main Game,Released,0,Very Low Confidence,Very Long,"Hack and slash/Beat 'em up, Adventure, Indie","Action, Comedy","PC (Microsoft Windows), Mac, Android, iOS, Ouya",I Fight Bears,I Fight Bears,0,0,0,0,0,443,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
105880,Track Lab,track-lab,2018-08-21,2018,55.0,Main Game,Released,0,Very Low Confidence,Very Long,"Music, Adventure",Action,PlayStation VR,Little Chicken Game Company B.V.,Sony Interactive Entertainment,0,0,0,0,0,119,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13192,Paint the Town Red,paint-the-town-red,2021-07-29,2021,69.41768028789699,Main Game,Released,0,Low Confidence,Very Long,"Shooter, Role-playing (RPG), Adventure, Indie, Arcade",Action,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",South East Games,South East Games,0,0,0,0,0,251,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
139290,Mousebound,mousebound,2020-10-16,2020,,Main Game,Beta,0,Higher Confidence,Very Long,"Puzzle, Tactical, Adventure, Indie, Arcade","Science fiction, Comedy, Sandbox, Open world",PC (Microsoft Windows),Jonathan Giat,Jonathan Giat,0,0,0,0,0,78,185,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1284,Lollipop Chainsaw,lollipop-chainsaw,2012-06-12,2012,69.955757082695,Main Game,Released,0,Medium Confidence,Very Long,Hack and slash/Beat 'em up,"Action, Comedy","PlayStation 3, Xbox 360",Grasshopper Manufacture,"WB Games, Kadokawa Games",0,0,0,0,0,412,6367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11755,Hatsune Miku: Project Diva 2nd,hatsune-miku-project-diva-2nd,2010-06-29,2010,71.8713478238893,Main Game,Released,0,Low Confidence,Medium,Music,Not Listed,"PlayStation 3, PlayStation Portable","Dingo, Sega Corporation",Sega Corporation,0,0,0,0,0,539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34299,Heal Them All,heal-them-all,2016-03-08,2016,,Main Game,Released,0,Higher Confidence,Very Long,Strategy,Not Listed,PC (Microsoft Windows),Not Listed,Shortbreak Studios s.c.,0,0,0,0,0,112,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101938,Dogeminer,dogeminer,2014-02-01,2014,,Main Game,Released,0,Higher Confidence,Very Long,Indie,Not Listed,"Android, iOS, Web browser",Not Listed,Not Listed,0,0,0,0,0,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119295,Microsoft Flight Simulator,microsoft-flight-simulator,2020-08-17,2020,88.62706551468321,Main Game,Released,1,Medium Confidence,Very Long,Simulator,Non-fiction,"PC (Microsoft Windows), Xbox One, Xbox Series X|S",Asobo Studio,Xbox Game Studios,0,0,0,0,0,346,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219136,Hyakki Yakou: Kaidan Romance,hyakki-yakou-kaidan-romance,2012-10-25,2012,,Main Game,Released,0,Higher Confidence,Very Long,Visual Novel,"Fantasy, Romance",PlayStation Portable,QuinRose,QuinRose,0,0,0,0,0,337,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7687,Battleborn,battleborn,2016-05-03,2016,67.52224187610031,Main Game,Offline,0,Low Confidence,Very Long,"Shooter, Real Time Strategy (RTS), Role-playing (RPG), Strategy, Hack and slash/Beat 'em up","Action, Fantasy, Science fiction, Comedy","PC (Microsoft Windows), PlayStation 4, Xbox One",Gearbox Software,2K Games,0,0,1,1,10,584,606,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
22117,Oceanhorn,oceanhorn,2013-11-14,2013,87.84183045168126,Main Game,Released,1,Low Confidence,Very Long,"Puzzle, Role-playing (RPG), Adventure, Indie","Action, Fantasy, Open world",iOS,Cornfox & Bros.,FDG Entertainment,0,0,0,0,0,1008,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
27775,Break Into Zatwor,break-into-zatwor,2015-08-21,2015,,Main Game,Released,0,Higher Confidence,Very Long,Adventure,Not Listed,PC (Microsoft Windows),Zonitron Productions,Not Listed,0,0,0,0,0,282,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135929,Apico,apico,2022-05-20,2022,70.0,Main Game,Released,0,Very Low Confidence,Very Long,"Role-playing (RPG), Simulator, Adventure, Indie","Sandbox, Kids, Open world","Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5","TNgineers, ellraiser",Whitethorn Games,0,0,0,0,0,280,296,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
173935,Spacecraft speed,spacecraft-speed,2021-10-13,2021,,Main Game,Released,0,Higher Confidence,Very Long,"Racing, Indie",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,224,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135623,Evolvedustry,evolvedustry,2020-06-28,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Strategy, Adventure",Sandbox,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,46,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6166,Subway Surfers,subway-surfers-4d6fcdcb-3efb-487f-b301-53027dd10500,2012-05-24,2012,67.47043146851797,Main Game,Released,0,Medium Confidence,Very Long,"Platform, Arcade","Action, Survival, Kids","PC (Microsoft Windows), Android, iOS, Windows Phone, Web browser","SYBO Games, Kiloo Games",Kiloo Games,0,0,0,0,0,124,171,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10923,Stealth Bastard,stealth-bastard,2011-11-04,2011,,Main Game,Released,0,Higher Confidence,Very Long,"Platform, Puzzle, Indie","Action, Science fiction, Stealth",PC (Microsoft Windows),Curve Studios,Curve Digital,0,0,0,0,0,290,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
322124,Cats are Cute: Pop Time!,cats-are-cute-pop-time,2021-05-09,2021,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Arcade",Not Listed,"Android, iOS",kkiruk studio GAMES,kkiruk studio GAMES,0,0,0,0,0,276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77134,Rugby League Challenge,rugby-league-challenge,2010-05-26,2010,,Main Game,Released,0,Higher Confidence,Very Long,Sport,Not Listed,PlayStation Portable,Not Listed,Not Listed,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159299,Storyteller,storyteller--1,2023-03-23,2023,78.01440269880582,Main Game,Released,0,Medium Confidence,Very Short,"Point-and-click, Puzzle, Simulator, Adventure, Indie, Visual Novel","Fantasy, Sandbox, Mystery, Romance","PC (Microsoft Windows), Android, iOS, Nintendo Switch",Daniel Benmergui,Annapurna Interactive,0,0,0,0,0,152,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
60853,Roberto Selavino's Putting Championship,roberto-selavinos-putting-championship,2014-11-04,2014,,Main Game,Released,0,Higher Confidence,Very Long,Sport,Not Listed,PC (Microsoft Windows),Initials,Initials,0,0,0,0,0,124,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192334,Wordies,wordies,2022-03-01,2022,,Main Game,Released,0,Higher Confidence,Very Long,Strategy,Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,297,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35520,City of Fools,city-of-fools,2015-07-10,2015,50.0,Main Game,Released,0,Very Low Confidence,Very Long,"Adventure, Indie",Not Listed,"PC (Microsoft Windows), Mac",Not Listed,Absolutist,0,0,0,0,0,355,1078,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
265843,Super Mario 3D Kart Deluxe,super-mario-3d-kart-deluxe,2011-12-31,2011,,Main Game,Released,0,Higher Confidence,Very Long,Racing,Not Listed,Legacy Mobile Device,m-phoenix.com,m-phoenix.com,0,0,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339748,Endless Defense: Survival,endless-defense-survival,2024-11-20,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Real Time Strategy (RTS), Strategy, Indie",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,243,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1183,Guild Wars 2,guild-wars-2,2012-08-25,2012,76.90837335487623,Main Game,Released,0,Higher Confidence,Very Long,"Role-playing (RPG), Adventure",Fantasy,"PC (Microsoft Windows), Mac",ArenaNet,NCSOFT,0,0,0,0,0,219,1208,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
216397,Timewell: Trail of Celestes,timewell-trail-of-celestes,2022-09-12,2022,,Main Game,Released,0,Higher Confidence,Very Long,"Shooter, Role-playing (RPG), Simulator, Indie","Action, Science fiction, Warfare",PC (Microsoft Windows),Koanda Works,Koanda Works,0,0,0,0,0,252,1147,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
2657,Kinect Adventures,kinect-adventures,2010-11-04,2010,61.54558031716043,Main Game,Released,0,Low Confidence,Very Long,"Sport, Adventure",Party,Xbox 360,Good Science Studio,Microsoft Game Studios,0,0,0,0,0,528,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34085,MiniBikers,minibikers,2015-11-05,2015,,Main Game,Released,0,Higher Confidence,Very Long,"Racing, Sport, Indie",Not Listed,"PC (Microsoft Windows), Mac",Ivanovich Games,Ivanovich Games,0,0,0,0,0,229,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286711,Speaker of Worlds,speaker-of-worlds,2022-05-16,2022,,Main Game,Delisted,0,Higher Confidence,Very Long,"Point-and-click, Role-playing (RPG), Simulator, Adventure, Indie",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,136,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
9604,TagPro,tagpro,2013-02-01,2013,83.56113336491799,Main Game,Released,1,Medium Confidence,Very Short,"Strategy, Indie, Arcade",Action,"Android, Web browser",Koalabeast,Not Listed,0,0,0,0,0,429,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22486,Honey Select,honey-select,2016-09-09,2016,70.84232801114314,Main Game,Released,0,Low Confidence,Very Long,"Platform, Puzzle, Simulator",Erotic,PC (Microsoft Windows),Illusion,Illusion,0,0,0,0,0,142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
314531,Second Wind,second-wind,2012-08-10,2012,,Main Game,Released,0,Higher Confidence,Very Long,"Role-playing (RPG), Indie","Fantasy, Comedy",Web browser,Octosoft,Not Listed,0,0,0,0,0,368,408,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
204322,Toaru Pantsu no Railgun,toaru-pantsu-no-railgun,2010-07-29,2010,,Main Game,Released,0,Higher Confidence,Very Long,"Fighting, Shooter, Indie","Action, Fantasy, Science fiction, Comedy",PC (Microsoft Windows),Werk,Werk,0,0,0,0,0,88,97,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23982,Duke Grabowski: Mighty Swashbuckler,duke-grabowski-mighty-swashbuckler,2016-10-06,2016,55.0,Main Game,Released,0,Very Low Confidence,Very Long,"Point-and-click, Adventure, Indie","Action, Comedy","Linux, PC (Microsoft Windows), Mac",Not Listed,Alliance Digital Media,0,0,0,0,0,696,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
211697,County Hospital 2,county-hospital-2,2022-10-03,2022,,Main Game,Released,0,Higher Confidence,Very Long,"Strategy, Adventure, Indie",Action,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,300,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
181030,Clones Selection,clones-selection,2021-11-05,2021,,Main Game,Released,0,Higher Confidence,Very Long,"Adventure, Indie",Action,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,225,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
383158,Truck Rally Hyper Hardcore,truck-rally-hyper-hardcore,2022-09-05,2022,,Main Game,Released,0,Higher Confidence,Very Long,"Racing, Simulator, Sport",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
335521,Picodex: A Pokemon Battle Sim,picodex-a-pokemon-battle-sim,2023-04-12,2023,,Main Game,Released,0,Higher Confidence,Very Long,"Simulator, Turn-based strategy (TBS)",Not Listed,Web browser,alanxoc3,alanxoc3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24501,Burly Men at Sea,burly-men-at-sea,2016-09-29,2016,71.20726600931147,Main Game,Released,0,Low Confidence,Very Short,"Puzzle, Role-playing (RPG), Adventure, Indie",Fantasy,"PC (Microsoft Windows), Mac, Android, iOS, PlayStation Vita, PlayStation 4, Nintendo Switch",Brain&Brain,"Plug In Digital, Brain&Brain",0,0,0,0,0,248,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1906,Gone Home,gone-home,2013-08-15,2013,73.90190979706382,Main Game,Released,0,Higher Confidence,Very Short,"Puzzle, Adventure, Indie","Action, Drama, Mystery","Linux, PC (Microsoft Windows), Mac, iOS, PlayStation 4, Xbox One, Nintendo Switch",Fullbright,"Midnight City, Fullbright, Annapurna Interactive",0,0,0,0,0,379,601,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
231472,Chase Love in Japan,chase-love-in-japan,2022-02-04,2022,,Main Game,Released,0,Higher Confidence,Very Long,Visual Novel,Romance,Android,Genius Otome Studio,Genius Otome Studio,0,0,0,0,0,619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206516,Mini Shisen,mini-shisen,2020-02-11,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Indie",Party,Web browser,qawsedrft,qawsedrft,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107203,Windjammers 2,windjammers-2,2022-01-20,2022,66.90346914723513,Main Game,Released,0,Low Confidence,Very Long,"Fighting, Sport, Strategy, Indie, Arcade",Action,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, Google Stadia",DotEmu,DotEmu,0,0,0,0,2,282,443,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7311,Lost Horizon,lost-horizon,2010-09-24,2010,71.0537094529735,Main Game,Released,0,Low Confidence,Very Long,"Point-and-click, Puzzle, Adventure",Historical,"Linux, PC (Microsoft Windows), Nintendo Switch",Animation Arts,"Deep Silver, Koch Media",0,0,0,0,0,1179,842,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109922,Tiny Jumper,tiny-jumper,2013-12-31,2013,,Main Game,Released,0,Higher Confidence,Very Long,Arcade,Action,Web browser,Big Fish Games,Big Fish Games,0,0,0,0,0,159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31486,Magical Otoge Ciel,magical-otoge-ciel,2016-08-26,2016,70.0,Main Game,Released,0,Very Low Confidence,Very Long,"Simulator, Adventure, Indie, Visual Novel","Fantasy, Comedy, Romance","Linux, PC (Microsoft Windows), Mac",batensan,batensan,0,0,0,0,0,335,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
128095,Racing Bike Fight,racing-bike-fight,2020-01-20,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Racing, Sport, Adventure",Action,PC (Microsoft Windows),"Enaayah Software Development, Services Private Limited","Enaayah Software Development, Services Private Limited",0,0,0,0,0,387,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147861,Chess Ace,chess-ace,2020-07-22,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Strategy, Card & Board Game",Educational,Nintendo Switch,Not Listed,Not Listed,0,0,0,0,0,168,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215939,Slide Girls,slide-girls,2022-09-13,2022,,Main Game,Released,0,Higher Confidence,Very Long,Puzzle,Erotic,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113165,Don't Shoot Rabbit,dont-shoot-rabbit,2018-12-20,2018,,Main Game,Released,0,Higher Confidence,Very Long,Indie,Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,326,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177167,The Baby In Yellow,the-baby-in-yellow,2020-07-12,2020,58.0,Main Game,Released,0,Very Low Confidence,Very Short,"Simulator, Adventure, Indie","Action, Horror, Survival","PC (Microsoft Windows), Android, iOS",Not Listed,Team Terrible,0,0,0,0,0,122,127,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
177632,Cyber Lady,cyber-lady,2020-03-17,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Indie",Erotic,PC (Microsoft Windows),IR Studio,IR Studio,0,0,0,0,0,268,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291411,Dino Cats,dino-cats,2024-08-30,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Point-and-click, Puzzle, Indie",Fantasy,"Linux, PC (Microsoft Windows)",Faithy Games,Faithy Games,0,0,0,0,0,131,104,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109038,BeGone,begone,2010-09-11,2010,,Main Game,Released,0,Higher Confidence,Very Long,Shooter,Warfare,Web browser,Not Listed,Not Listed,0,0,0,0,0,376,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27366,Ooblets,ooblets,2022-09-01,2022,82.58139714052908,Main Game,Released,1,Low Confidence,Very Long,"Role-playing (RPG), Simulator, Adventure, Indie",Not Listed,"PC (Microsoft Windows), Xbox One, Nintendo Switch, Xbox Series X|S",Glumberland,"Double Fine Productions, Glumberland",0,0,0,0,0,146,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
